,content,content_stemmed,id,type,new,table_id,json,label_added,prediction,confidence
1357,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,814.json_table_1,,"['814', 'json_table_1']",json_table_1,814,,Aktiva,0.8233333333333335
1358,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände
- davon mit einer Restlaufzeit von mehr als einem Jahr EUR 145.949,35 (EUR 144.151,02)
- davon gegen Gesellschafter EUR 331.292,97 (EUR 612.137,62) III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr eur eur davon geg gesellschaft eur eur iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,398.json_table_1,,"['398', 'json_table_1']",json_table_1,398,,Aktiva,0.8233333333333335
1359,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,893.json_table_1,,"['893', 'json_table_1']",json_table_1,893,,Aktiva,0.8233333333333335
1360,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände
- davon mit einer Restlaufzeit von mehr als einem Jahr EUR 142.372,25 (EUR 196.280,50)
- davon gegen Gesellschafter EUR 541.707,20 (EUR 483.765,14) III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr eur eur davon geg gesellschaft eur eur iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,312.json_table_1,,"['312', 'json_table_1']",json_table_1,312,,Aktiva,0.8233333333333335
1361,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände
- davon mit einer Restlaufzeit von mehr als einem Jahr EUR 144.151,02 (EUR 142.372,25)
- davon gegen Gesellschafter EUR 612.137,62 (EUR 541.707,20) III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr eur eur davon geg gesellschaft eur eur iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,593.json_table_1,,"['593', 'json_table_1']",json_table_1,593,,Aktiva,0.8233333333333335
1362,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,882.json_table_1,,"['882', 'json_table_1']",json_table_1,882,,Aktiva,0.8233333333333335
1363,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände
- davon mit einer Restlaufzeit von mehr als einem Jahr EUR 196.280,50 (EUR 174.458,69)
- davon gegen Gesellschafter EUR 483.765,14 (EUR 485.994,00) III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr eur eur davon geg gesellschaft eur eur iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,243.json_table_1,,"['243', 'json_table_1']",json_table_1,243,,Aktiva,0.8233333333333335
1364,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,146.json_table_1,,"['146', 'json_table_1']",json_table_1,146,,Aktiva,0.8233333333333335
1365,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen III. Finanzanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände
- davon mit einer Restlaufzeit von mehr als einem Jahr EUR 147.764,77 (EUR 145.949,35)
- davon gegen Gesellschafter EUR 325.908,25 (EUR 331.292,97) III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Summe Aktiva",anlagevermog immateriell vermogensgegenstand sachanlag iii finanzanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr eur eur davon geg gesellschaft eur eur iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost summ aktiva,615.json_table_1,,"['615', 'json_table_1']",json_table_1,615,,Aktiva,0.8233333333333335
1366,Entwicklungsrechnung I. Wert des Eigenkapitals am Beginn des Geschäftsjahres 1. Entnahmen 2. Realisiertes Ergebnis des Geschäftsjahres 3. Nicht realisiertes Ergebnis des Geschäftsjahres II. Wert des Eigenkapitals am Ende des Geschäftsjahres,entwicklungsrechn wert des eigenkapital beginn des geschaftsjahr entnahm realisiert ergebnis des geschaftsjahr nicht realisiert ergebnis des geschaftsjahr wert des eigenkapital end des geschaftsjahr,786.json_table_6,,"['786', 'json_table_6']",json_table_6,786,,not relevant,0.8245941558441559
1367,Entwicklungsrechnung I. Wert des Eigenkapitals am Beginn des Geschäfts-jahres 1. Entnahmen Mittelzufüsse 2. Realisiertes Ergebnis des Geschäftsjahres 3. Nicht realisiertes Ergebnis des Geschäftsjahres II. Wert des Eigenkapitals am Ende des Geschäftsjahres,entwicklungsrechn wert des eigenkapital beginn des geschaftsjahr entnahm mittelzufuss realisiert ergebnis des geschaftsjahr nicht realisiert ergebnis des geschaftsjahr wert des eigenkapital end des geschaftsjahr,727.json_table_5,not relevant,"['727', 'json_table_5']",json_table_5,727,2020-07-25 17:38:05.602045,not relevant,0.8245941558441559
1368,Andere sonstige Verpflichtungen Operating Leasing GESAMT,and sonstig verpflicht operating leasing gesamt,803.json_table_102,not relevant,"['803', 'json_table_102']",json_table_102,803,2020-07-26 08:56:12.636149,not relevant,0.8248333333333335
1369,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinnvortrag III. Jahresfehlbetrag B. Rückstellungen C. Verbindlichkeiten Bilanzsumme, Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresfehlbetrag ruckstell verbind bilanzsumm summ passiva,458.json_table_1,,"['458', 'json_table_1']",json_table_1,458,,Bilanz,0.825
1370,"A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen C. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell verbind davon mit restlaufzeit bis jahr bilanzsumm summ passiva,698.json_table_1,,"['698', 'json_table_1']",json_table_1,698,,Bilanz,0.825
1371,"A. Anlagevermögen I. Immaterielle Vermögensgegenstände II. Sachanlagen B. Umlaufvermögen I. Vorräte II. Forderungen und sonstige Vermögensgegenstände III. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen C. Verbindlichkeiten Bilanzsumme, Summe Passiva",anlagevermog immateriell vermogensgegenstand sachanlag umlaufvermog vorrat forder und sonstig vermogensgegenstand iii kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell verbind bilanzsumm summ passiva,212.json_table_1,,"['212', 'json_table_1']",json_table_1,212,,Bilanz,0.825
1372,"A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Gewinnrücklagen III. Gewinnvortrag IV. Jahresüberschuss B. Rückstellungen C. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck rechnungsabgrenzungspost bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital gewinnrucklag iii gewinnvortrag jahresuberschuss ruckstell verbind davon mit restlaufzeit bis jahr bilanzsumm summ passiva,582.json_table_1,,"['582', 'json_table_1']",json_table_1,582,,Bilanz,0.825
1373,"A. Anlagevermögen I. Sachanlagen B. Umlaufvermögen I. Forderungen und sonstige Vermögensgegenstände davon mit einer Restlaufzeit von mehr als einem Jahr II. Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks C. nicht durch Eigenkapital gedeckter Fehlbetrag Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital I. gezeichnetes Kapital II. Verlustvortrag III. Jahresüberschuss IV. nicht gedeckter Fehlbetrag B. Rückstellungen C. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",anlagevermog sachanlag umlaufvermog forder und sonstig vermogensgegenstand davon mit ein restlaufzeit von mehr als ein jahr kassenbestand bundesbankguthab guthab bei kreditinstitut und scheck nicht durch eigenkapital gedeckt fehlbetrag bilanzsumm summ aktiva passiva eigenkapital gezeichnet kapital verlustvortrag iii jahresuberschuss nicht gedeckt fehlbetrag ruckstell verbind davon mit restlaufzeit bis jahr bilanzsumm summ passiva,187.json_table_1,,"['187', 'json_table_1']",json_table_1,187,,Bilanz,0.825
1374,"31.12.2013
EUR Finanzanlagen Anteile an verbundenen Unternehmen",eur finanzanlag anteil verbund unternehm,650.json_table_5,,"['650', 'json_table_5']",json_table_5,650,,not relevant,0.8296543456543456
1375,"01.01.2013
EUR Finanzanlagen Anteile an verbundenen Unternehmen",eur finanzanlag anteil verbund unternehm,650.json_table_4,,"['650', 'json_table_4']",json_table_4,650,,not relevant,0.8296543456543456
1376,"01.01.2013
EUR Finanzanlagen Anteile an verbundenen Unternehmen",eur finanzanlag anteil verbund unternehm,650.json_table_3,,"['650', 'json_table_3']",json_table_3,650,,not relevant,0.8296543456543456
1377,Finanzanlagen Anteile an verbundenen Unternehmen,finanzanlag anteil verbund unternehm,626.json_table_3,,"['626', 'json_table_3']",json_table_3,626,,not relevant,0.8296543456543456
1378,Art der Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten (Vorjahr) 2. Verbindlichkeiten aus Lieferungen und Leistungen (Vorjahr) 3. Sonstige Verbindlichkeiten (Vorjahr) Gesamt (Gesamt Vorjahr),art der verbind verbind gegenub kreditinstitut vorjahr verbind aus liefer und leistung vorjahr sonstig verbind vorjahr gesamt gesamt vorjahr,428.json_table_4,,"['428', 'json_table_4']",json_table_4,428,,Verbindlichkeiten,0.83
1379,Passiva A. Eigenkapital I. Gezeichnetes Kapital / Kapitalkonto / Kapitalanteile 1. gezeichnetes Kapital II. Gewinnvortrag III. Bilanzgewinn B. Rückstellungen 1. Steuerrückstellungen 2. sonstige Rückstellungen C. Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten 2. erhaltene Anzahlungen auf Bestellungen 3. Verbindlichkeiten aus Lieferungen und Leistungen 4. sonstige Verbindlichkeiten a. aus Steuern b. im Rahmen der sozialen Sicherheit c. gegenüber Gesellschaftern d. übrige sonstige Verbindlichkeiten Summe Passiva,passiva eigenkapital gezeichnet kapital kapitalkonto kapitalanteil gezeichnet kapital gewinnvortrag iii bilanzgewinn ruckstell steuerruckstell sonstig ruckstell verbind verbind gegenub kreditinstitut erhalt anzahl auf bestell verbind aus liefer und leistung sonstig verbind aus steu rahm der sozial sich gegenub gesellschaft ubrig sonstig verbind summ passiva,673.json_table_2,,"['673', 'json_table_2']",json_table_2,673,,Passiva,0.83
1380,"Restlaufzeiten, in TEUR 
 (Vorjahresbeträge in Klammern) Verbindlichkeiten gegenüber Kreditinstituten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber verbundenen 
 Unternehmen Sonstige Verbindlichkeiten",restlaufzeit teur vorjahresbetrag klamm verbind gegenub kreditinstitut verbind aus liefer und leistung verbind gegenub verbund unternehm sonstig verbind,703.json_table_4,,"['703', 'json_table_4']",json_table_4,703,,Verbindlichkeiten,0.83
1381,"A. Umlaufvermögen B. Rechnungsabgrenzungsposten Bilanzsumme, Summe Aktiva Passiva A. Eigenkapital B. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr Bilanzsumme, Summe Passiva",umlaufvermog rechnungsabgrenzungspost bilanzsumm summ aktiva passiva eigenkapital verbind davon mit restlaufzeit bis jahr bilanzsumm summ passiva,430.json_table_1,Bilanz,"['430', 'json_table_1']",json_table_1,430,2020-07-25 15:52:44.334644,Bilanz,0.83
1382,"A. ANLAGEVERMÖGEN I. Immaterielle Vermögensgegenstände 1. selbst geschaffene gewerbliche Schutzrechte und ähnliche Rechte und Werte 2. entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten 3. Geschäfts- oder Firmenwert II. Sachanlagen 1. technische Anlagen und Maschinen 2. andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Beteiligungen 2. sonstige Ausleihungen 3. Genossenschaftsanteile B. UMLAUFVERMÖGEN I. Vorräte 1. Roh-, Hilfs- und Betriebsstoffe 2. unfertige Leistungen 3. fertige Leistungen und Waren II. Forderungen und sonstige Vermögensgegenstände 1. Forderungen aus Lieferungen und Leistungen 2. sonstige Vermögensgegenstände III. Kassenbestand, Guthaben bei Kreditinstituten und Schecks C. RECHNUNGSABGRENZUNGSPOSTEN D. AKTIVE LATENTE STEUERN E. NICHT DURCH EIGENKAPITAL GEDECKTER FEHLBETRAG PASSIVA A. EIGENKAPITAL I. Gezeichnetes Kapital II. Konzernbilanzverlust III. Ausgleichsposten für Anteile anderer Gesellschafter IV. Nicht durch Eigenkapital gedeckter Fehlbetrag B. RÜCKSTELLUNGEN 1. Steuerrückstellungen 2. sonstige Rückstellungen C. VERBINDLICHKEITEN 1. Verbindlichkeiten gegenüber Kreditinstituten 2. erhaltene Anzahlungen auf Bestellungen 3. Verbindlichkeiten aus Lieferungen und Leistungen 4. sonstige Verbindlichkeiten - davon aus Steuern EUR 73.325,87 (Vorjahr EUR 66.208,94) - davon im Rahmen der sozialen Sicherheit EUR 211.213,82 (Vorjahr EUR 28.566,30) D. PASSIVE LATENTE STEUERN",anlagevermg immateriell vermogensgegenstand selb geschaff gewerb schutzrecht und ahnlich recht und wert entgelt erworb konzession gewerb schutzrecht und ahnlich recht und wert sowi lizenz solch recht und wert geschaft oder firmenwert sachanlag technisch anlag und maschin and anlag betrieb und geschaftsausstatt iii finanzanlag beteil sonstig ausleih genossenschaftsanteil umlaufvermg vorrat roh hilf und betriebsstoff unfert leistung fertig leistung und war forder und sonstig vermogensgegenstand forder aus liefer und leistung sonstig vermogensgegenstand iii kassenbestand guthab bei kreditinstitut und scheck rechnungsabgrenzungspost aktiv latent steu nicht durch eigenkapital gedeckt fehlbetrag passiva eigenkapital gezeichnet kapital konzernbilanzverlust iii ausgleichspost fur anteil and gesellschaft nicht durch eigenkapital gedeckt fehlbetrag rckstellung steuerruckstell sonstig ruckstell verbind verbind gegenub kreditinstitut erhalt anzahl auf bestell verbind aus liefer und leistung sonstig verbind davon aus steu eur vorjahr eur davon rahm der sozial sich eur vorjahr eur passiv latent steu,204.json_table_1,,"['204', 'json_table_1']",json_table_1,204,,Bilanz,0.83
1383,"Passiva A. Eigenkapital I. gezeichnetes Kapital II. Verlustvortrag III. Jahresfehlbetrag IV. nicht gedeckter Fehlbetrag B. Verbindlichkeiten davon mit Restlaufzeit bis 1 Jahr C. Rechnungsabgrenzungsposten Bilanzsumme, Summe Passiva",passiva eigenkapital gezeichnet kapital verlustvortrag iii jahresfehlbetrag nicht gedeckt fehlbetrag verbind davon mit restlaufzeit bis jahr rechnungsabgrenzungspost bilanzsumm summ passiva,421.json_table_2,,"['421', 'json_table_2']",json_table_2,421,,Passiva,0.83
1384,Passiva A. Eigenkapital I. Gezeichnetes Kapital / Kapitalkonto / Kapitalanteile 1. gezeichnetes Kapital II. Gewinnvortrag III. Jahresüberschuss B. Rückstellungen 1. Steuerrückstellungen 2. sonstige Rückstellungen C. Verbindlichkeiten 1. Verbindlichkeiten gegenüber Kreditinstituten 2. erhaltene Anzahlungen auf Bestellungen 3. Verbindlichkeiten aus Lieferungen und Leistungen 4. sonstige Verbindlichkeiten davon aus Steuern davon im Rahmen der sozialen Sicherheit davon gegenüber Gesellschaftern a. übrige sonstige Verbindlichkeiten Summe Passiva,passiva eigenkapital gezeichnet kapital kapitalkonto kapitalanteil gezeichnet kapital gewinnvortrag iii jahresuberschuss ruckstell steuerruckstell sonstig ruckstell verbind verbind gegenub kreditinstitut erhalt anzahl auf bestell verbind aus liefer und leistung sonstig verbind davon aus steu davon rahm der sozial sich davon gegenub gesellschaft ubrig sonstig verbind summ passiva,251.json_table_2,,"['251', 'json_table_2']",json_table_2,251,,Passiva,0.83
1385,"Aktiva A. Anlagevermögen B. Umlaufvermögen davon Forderungen gegen Gesellschafter Bilanzsumme, Summe Aktiva",aktiva anlagevermog umlaufvermog davon forder geg gesellschaft bilanzsumm summ aktiva,384.json_table_1,,"['384', 'json_table_1']",json_table_1,384,,Aktiva,0.83
1386,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,491.json_table_8,,"['491', 'json_table_8']",json_table_8,491,,Entwicklungdes Anlagevermögens,0.83
1387,"I. Immaterielle Vermögensgegenstände Entgeltlich erworbene Konzessionen und ähnliche Rechte und Werte sowie Lizenzen an solchen Rechten und Werten II. Sachanlagen Andere Anlagen, Betriebs- und Geschäftsausstattung III. Finanzanlagen 1. Anteile an verbundenen Unternehmen 2. Sonstige Ausleihungen",immateriell vermogensgegenstand entgelt erworb konzession und ahnlich recht und wert sowi lizenz solch recht und wert sachanlag and anlag betrieb und geschaftsausstatt iii finanzanlag anteil verbund unternehm sonstig ausleih,491.json_table_7,,"['491', 'json_table_7']",json_table_7,491,,Entwicklungdes Anlagevermögens,0.83
1388,bis 1 Jahr EUR Verbindlichkeiten gegenüber Kreditinstituten Verbindlichkeiten aus Lieferungen und Leistungen Verbindlichkeiten gegenüber verbundenen Unternehmen Sonstige Verbindlichkeiten,bis jahr eur verbind gegenub kreditinstitut verbind aus liefer und leistung verbind gegenub verbund unternehm sonstig verbind,717.json_table_2,,"['717', 'json_table_2']",json_table_2,717,,Verbindlichkeiten,0.83
1389,"ERGEBNIS DER BETRIEBLICHEN GESCHÄFTSTÄTIGKEIT Konzernergebnis Berichtigungen zur Überleitung des Konzernergebnisses zu den Ein- und Auszahlungen Abschreibungen auf immaterielle Vermögenswerte und Sachanlagen Abschreibungen auf im Rahmen von Unternehmenserwerben aktivierte Vermögenswerte Personalaufwand aus Mitarbeiterbeteiligungen Veränderungen der Ausgleichsposten für latente Steueransprüche Korrektur Gewinne/Verluste aus der Veräußerung von Sachanlagen Sonstige nicht zahlungswirksame Positionen CASHFLOW DER BETRIEBLICHEN TÄTIGKEIT Veränderungen der Vermögenswerte und Schulden Veränderung der Forderungen und sonstigen Vermögenswerte Veränderung der Vertragsvermögenswerte Veränderung der Vorräte Veränderung der Vertragsanbahnungkosten und Vertragserfüllungskosten Veränderung der abgegrenzten Aufwendungen Veränderung der Verbindlichkeiten aus Lieferungen und Leistungen Veränderung der sonstigen Rückstellungen Veränderung der Ertragsteuerschulden Veränderung der sonstigen Verbindlichkeiten Veränderung der Forderungen/Verbindlichkeiten nahestehende Unternehmen Veränderung der Vertragsverbindlichkeiten Veränderungen der Vermögenswerte und Schulden, gesamt Nettoeinzahlungen der betrieblichen Tätigkeit CASHFLOW AUS DEM INVESTITIONSBEREICH Investitionen in immaterielle Vermögenswerte und Sachanlagen Einzahlungen aus Abgängen von immateriellen Vermögenswerten und Sachanlagen Investitionen in sonstige finanzielle Vermögenswerte Auszahlungen aus der Ausgabe von Darlehen an nahestehende Unternehmen Rückzahlungen aus sonstigen finanziellen Vermögenswerten Auszahlung aus Abgang von Finanzanlagen bzw. aus Entkonsolidierung Nettoauszahlungen im Investitionsbereich CASHFLOW AUS DEM FINANZIERUNGSBEREICH Erwerb eigener Aktien Dividendenzahlung Tilgung von Verbindlichkeiten im Zusammenhang mit dem Erwerb von 5G-Funkspektrum Tilgung von Leasingverbindlichkeiten und Nutzungsrechten Auszahlungen aus der Rückzahlung einer Schuldverschreibung Einzahlungen aus erhaltenen Darlehen von nahestehenden Unternehmen Auszahlungen aus der Darlehensrückzahlung an nahestehende Unternehmen Nettoauszahlungen im Finanzierungsbereich Nettoanstieg /-rückgang der Zahlungsmittel und Zahlungsmitteläquivalente Zahlungsmittel und Zahlungsmitteläquivalente zu Beginn des Geschäftsjahres Zahlungsmittel und Zahlungsmitteläquivalente zum Ende der Berichtsperiode",ergebnis der betrieb geschftsttig konzernergebnis bericht zur berleit des konzernergebnis den ein und auszahl abschreib auf immateriell vermogenswert und sachanlag abschreib auf rahm von unternehmenserwerb aktiviert vermogenswert personalaufwand aus mitarbeiterbeteil verander der ausgleichspost fur latent steueranspruch korrektur gewinneverlust aus der verauer von sachanlag sonstig nicht zahlungswirksam position cashflow der betrieb ttigkeit verander der vermogenswert und schuld verander der forder und sonstig vermogenswert verander der vertragsvermogenswert verander der vorrat verander der vertragsanbahnungkost und vertragserfullungskost verander der abgegrenzt aufwend verander der verbind aus liefer und leistung verander der sonstig ruckstell verander der ertragsteuerschuld verander der sonstig verbind verander der forderungenverbind nahesteh unternehm verander der vertragsverbind verander der vermogenswert und schuld gesamt nettoeinzahl der betrieb tatig cashflow aus dem investitionsbereich investition immateriell vermogenswert und sachanlag einzahl aus abgang von immateriell vermogenswert und sachanlag investition sonstig finanziell vermogenswert auszahl aus der ausgab von darleh nahesteh unternehm ruckzahl aus sonstig finanziell vermogenswert auszahl aus abgang von finanzanlag bzw aus entkonsolidier nettoauszahl investitionsbereich cashflow aus dem finanzierungsbereich erwerb eig akti dividendenzahl tilgung von verbind zusammenhang mit dem erwerb von gfunkspektrum tilgung von leasingverbind und nutzungsrecht auszahl aus der ruckzahl ein schuldverschreib einzahl aus erhalt darleh von nahesteh unternehm auszahl aus der darlehensruckzahl nahesteh unternehm nettoauszahl finanzierungsbereich nettoanstieg ruckgang der zahlungsmittel und zahlungsmittelaquivalent zahlungsmittel und zahlungsmittelaquivalent beginn des geschaftsjahr zahlungsmittel und zahlungsmittelaquivalent zum end der berichtsperiod,803.json_table_28,Kapitalflussrechnung,"['803', 'json_table_28']",json_table_28,803,2020-07-24 15:58:05.701903,Kapitalflussrechnung,0.83
1390,"noch nicht verdiente Provisionen Personalkosten, Tantiemen, Bonifikationen Rückstellung für Stornoprovision Abschluss und Prüfung ausstehende Rechnungen",noch nicht verdient provision personalkost tantiem bonifikation ruckstell fur stornoprovision abschluss und prufung aussteh rechnung,264.json_table_4,,"['264', 'json_table_4']",json_table_4,264,,Rückstellungen,0.83
1391,"noch nicht verdiente Provisionen Personalkosten, Tantiemen, Bonifikationen Rückstellung für Stornoprovision Abschluss und Prüfung ausstehende Rechnungen",noch nicht verdient provision personalkost tantiem bonifikation ruckstell fur stornoprovision abschluss und prufung aussteh rechnung,80.json_table_4,,"['80', 'json_table_4']",json_table_4,80,,Rückstellungen,0.83
